id	date	link	fragment	page	annotator	notes	transcription	translation	c1	c2
https://augusti.freizo.org/iiif/anno/39d3ee27-4148-5105-b6c6-263e1a9d06b3/a22	2021-10-29T17:56:57.464Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134r.jp2/819,5516,231,434/pct:50/0/default.jpg	0134r	Maria-Carmen Zihlmann	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/39d3ee27-4148-5105-b6c6-263e1a9d06b3/a23	2021-10-29T17:57:58.085Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134r.jp2/378,1272,286,275/pct:50/0/default.jpg	0134r	Maria-Carmen Zihlmann	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/39d3ee27-4148-5105-b6c6-263e1a9d06b3/a24	2021-10-29T17:58:07.549Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134r.jp2/1036,1349,168,180/pct:50/0/default.jpg	0134r	Maria-Carmen Zihlmann	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/39d3ee27-4148-5105-b6c6-263e1a9d06b3/a27	2021-11-08T00:06:12.455Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134r.jp2/265,280,4307,2498/pct:50/0/default.jpg	0134r	Lars Schmidlechner				Szene	
https://augusti.freizo.org/iiif/anno/39d3ee27-4148-5105-b6c6-263e1a9d06b3/a28	2021-11-08T00:06:36.125Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134r.jp2/244,2514,4489,2612/pct:50/0/default.jpg	0134r	Lars Schmidlechner				Szene	
https://augusti.freizo.org/iiif/anno/39d3ee27-4148-5105-b6c6-263e1a9d06b3/a29	2021-11-08T00:07:11.616Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134r.jp2/237,5049,4482,2388/pct:50/0/default.jpg	0134r	Lars Schmidlechner				Szene	
https://augusti.freizo.org/iiif/anno/f2226f88-0aa8-525d-b9e3-a3cde760846d/a4	2021-10-26T08:29:49.426Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134v.jp2/2933,3224,301,138/pct:50/0/default.jpg	0134v	Maria-Carmen Zihlmann		nos		Textannotation	Ergänzung
https://augusti.freizo.org/iiif/anno/f2226f88-0aa8-525d-b9e3-a3cde760846d/a0	2021-08-26T18:40:26.384Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134v.jp2/1739,231,2521,6994/pct:50/0/default.jpg	0134v	Jakob Weber		Нес ubi Tancredi riser i miserabilis uxor Respicit, ut glaties mane novella riget. Menbra cruor, calor artus, spiritus ossa reliquit, Vix a femineis est recreata vins. At postquam sumpsit dubias in pectore vires, In lacrimas oculos solvit amara suis. Brachia iactat humo, quos leserat, ausa precari Sаnctos: nec Paulus nec Petrus audit ear. Colligit in meritUm periuria multa mariti Et cedes hominum nequicieque genus. Causatur sua gesta prius, causatur et inde Periuri tociens impia facta vin. Sic ait: »O, utinam Lichio comitissa manerem, Terrerent animos prelia nulla meos, Vir michi forsan adhuc superesset et inclita proles. Nunc Lichium tristis orba duobus eo. Vidisset nuquam visus Trinacria nostros, Nunc michi deserte dos mea tuta foret. Quam cito falsus honor nos deserit et fugit omnis, Ut nova furtivus bruma liquescit honor. Ardeat in medio vicecancellarius orco, Qui fuit excicii sedula causa mei. Quantum nequicie qunatumve tirannidis ausus Vir meus, in penas hec tulit hora meas. Ei michi, quid prodest, quid rex tulit Anglicus aurum? Ei michi, quid prosunt, que tibi, Roma, dedi? Thesauros exausta meos succurre relicte, Auxilium perhibe, si potes, ipsa michi. Cur tua carta virum tibi dantem dopa fefellit? Hen, tuus >egrotus< regnat et arma tenet. >Mortuus<, hen, vincit, tuns >eger< in orbe triumphat: Sic tua decepit littera falsa vitam. Ei michi, nec tutum est Romane credere puppi, Que, quas insequitur, has imitatur aquas. Nec michi Greca nurus prodest, dulcissime fili, Quam, nec adhuc visa fronte, Philippus amat. Ergo, quid est tutum, veniam summissa precabor, Effundens lacrimas Cesaris ante pedes. Singultus, lacrime, gemitus, suspiria, fletus, Нес vir et hec proles, hec michi frater erunt. Pro me pugnabunt pro me dominumque rogabunt, Plus facient lacrime, quam mea tela, michi. Plus potent pietas quam milia mille Quiritum, Plus prece quam telis Cesar habendus erit.«	Als dies die elende Gattin des elenden Tankred sah, erstarrte sie wie frisches Eis am Morgen. Das Blut entwich dem Leib, die Wärme den Gliedmaßen, das Leben dem Gebein. Kaum konnte sie von den Eunuchen wiederbelebt werden. Aber nachdem sie unsichere Kräfte in ihrem Innern wiedererlangt hatte, ließ sie verbittert aus ihren Augen die Tränen fliegen. Sie wirft ihre Arme auf den Boden und wagt, die sie zuvor verletzt, zu bitten, die Heiligen, doch weder Paulus noch Petrus erhört sie. Als ein Verdienst zählt sie die vielen Meineide ihres Ehegatten auf und die Morde an Menschen und weitere Verbrechen. Sie führt zuerst ihre Taten ins Feld, dann die ebenso häufigen ruchlosen Taten ihres Mannes. So spricht sie: »O wenn ich doch Gräfin von Lecce geblieben wäre! Keine Kämpfe würden mein Herz dann erschrecken. Mein Mann lebte vielleicht noch und mein edler Sohn. Nun gehe ich traurig und von beiden verlassen nach Lecce. Hätte Sizilien niemals unsere Augen gesehen! Dann wäre mir Verlassener meine Mitgift sicher. Wie schnell verläßt uns die trügerische Ehre und schwindet ganz! Wie frischer Schnee löst sich die angemaßte Ehre auf! Der Vizekanzler soll mitten in der Hölle brennen, der die rastlos tätige Ursache meines Untergangs war. Wieviel an Verbrechen, wieviel an Tyrannei gewagt hat mein Mann, das bringt diese Stunde als meine Strafe. Weh mir, was nützt es, daß der englische König Gold schickte? Weh mir, was nützen die Dinge, die ich Dir, Rom, schenkte? Die Du meine Schätze erschöpft hast, eile der Verlassenen zu Hilfe, bringe Du selbst mir Hilfe, wenn Du kannst! Warum täuschte Dein Schreiben den Mann, der Dir Geschenke gab? Siehe, Dein »Kranker« herrscht und hält die Waffen in der Hand. Siehe, der »Tote« siegt und Dein »Siecher« triumphiert in der Stadt: So täuschte Dein falscher Brief meinen Mann. Weh mir, es ist nicht sicher, dem römischen Schiff zu vertrauen, das sich den Wassern anpaßt, in deren Strömung es schwimmt. Auch die griechische schwiegertochter nützt mir nichts, liebster Sohn, die, ohne bisher ihr Antlitz gesehen zu haben, Philipp liebt. Also werde ich, was sicher ist, demütig um Gnade flehen und vor den Füßen des Kaisers Tränen vergießen. Schluchzen, Tränen, Wehklagen, Seufzen und Weinen, die werden mir Mann, die Sohn, und die Bruder sein. Sie werden für mich kämpfen und werden für mich den Herrn bitten. Mehr werden für mich die Tränen erreichen als meine Waffen. Mehr wird Frömmigkeit vermögen als tausend mal tausend Römer, mehr durch Bitten als durch Waffen wird der Kaiser eingenommen werden.	Text	
https://augusti.freizo.org/iiif/anno/f2226f88-0aa8-525d-b9e3-a3cde760846d/a1	2021-10-17T19:17:25.086Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134v.jp2/1930,1309,398,184/pct:50/0/default.jpg	0134v	Maria-Carmen Zihlmann		Sanctos		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/f2226f88-0aa8-525d-b9e3-a3cde760846d/a2	2021-10-17T19:26:39.223Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134v.jp2/3760,6504,277,205/pct:50/0/default.jpg	0134v	Maria-Carmen Zihlmann		frater		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/f2226f88-0aa8-525d-b9e3-a3cde760846d/a3	2021-10-26T08:29:33.156Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0134v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0134v.jp2/3938,3326,258,173/pct:50/0/default.jpg	0134v	Maria-Carmen Zihlmann	Anmerkung von Dominic Weber: Siragusa löst die Abkürzung im Text als "omen" auf, während die meisten anderen Editionen "omnis" lesen. Die Marginalie wiederum ist kaum zu entschlüsseln und wird von allen konsultierten Editionen ignoriert.	omnis		Textannotation	Abkürzungsauflösung; Nicht lesbar
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a0	2021-08-26T18:41:46.913Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/393,4091,2492,472/pct:50/0/default.jpg	0135r	Jakob Weber		uxor Tancredi ut videt Augustum triumphantem in urbem orat apostolos Dei Petrum et Paulum		Bildannotation	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a1	2021-08-26T18:42:31.349Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/3086,3960,619,184/pct:50/0/default.jpg	0135r	Jakob Weber	spätere Hand			Bildannotation	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a2	2021-10-26T13:29:01.972Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/447,5139,398,414/pct:50/0/default.jpg	0135r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a3	2021-10-26T13:29:12.861Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/884,5160,337,383/pct:50/0/default.jpg	0135r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a4	2021-10-26T13:29:23.693Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/1367,4799,495,459/pct:50/0/default.jpg	0135r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a5	2021-10-26T13:29:46.332Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/2774,5007,439,429/pct:50/0/default.jpg	0135r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a6	2021-10-26T13:30:09.155Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/3258,4151,518,512/pct:50/0/default.jpg	0135r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a7	2021-10-26T13:30:40.153Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/3888,4099,576,562/pct:50/0/default.jpg	0135r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a8	2021-11-05T10:41:16.794Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/362,4738,1705,2140/pct:50/0/default.jpg	0135r	Lucas Burkart				Szene	
https://augusti.freizo.org/iiif/anno/70588960-0fd8-5cf4-8c96-5fffe2b69fe8/a9	2021-11-05T10:41:40.665Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135r.jp2/2152,3588,2568,2955/pct:50/0/default.jpg	0135r	Lucas Burkart				Szene	
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a0	2021-08-26T18:43:34.776Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/1739,592,2353,5213/pct:50/0/default.jpg	0135v	Jakob Weber		Postquam questa sui lacrimabilis omina fati, Ad Lichium veniam poscit itura suum. Inpetrat et supplex pato veniamque nepoti. Inde triumphа ntе m suscipit aula ducem. Regia letatur, tenebrarum nube fugata, Exultans iubilos promeruisse dies. Cesar ut accepit sceptrum regale potenter, Multiplicat Carolis nomen et omen avis. A viciis mundat sacrata palacia regum Et Sа turninos excutit inde duos, Et Iovis et magni tempus novat Octaviani. Integra sub nostro pах Sаlomone redit: Que sub Tancredo dudum defuncta manebat, Cesare sub nostro vivida facta viget! Cesaris invicti pax nobis exit ab armis, Nostra stat in nudo Cesaris ense salus. Putifares ornes claves et scrinia portant, Adsignant, quasquas fiscus habebat opes. Thesauros numerant, quos vermis araneus î11e Auserat et frustra retia nevit apris. Primus neutrorum claves escriniat ornes, Alter apodixas explicat, alter opes. Нес , quantum Calaber seu quantum debeat Afer, Apulus aut Siс ulus debeat, orbic habet. Miratur gazas, quas antiquissimus ardor Sortis in incerte grande redegit honus. Divicias partitur eis, quos prelia nulla Terruerant, bello nec renuere mon.	Nachdem sie die Aussichten ihres beklagenswerten Schicksals bejammert hatte, bat sie, im Begriff, nach Lecce zu gehen, um Gnade. Sie erlangt sie auch bittflehend für ihren Sohn und Neffen. Dann nimmt der Hof den triumphierenden Führer auf. Der Palast frohlockt; daß er nach Vertreibung der Wolke der Finsternis Freudentage verdient hat, bejubelt er. Als der Kaiser machtvoll das königliche Szepter empfing, übertraf er den Namen Karl seiner Ahnen und dessen Schicksalsbedeutung. Er reinigte den heiligen Palast der Könige von Lastern und vertrieb von dort die Listen des saturnischen Zeitalters und erneuerte die Zeit Jupiters und des großen Oktavian. Unbegrenzter Frieden kehrte unter unserem Salomo zurück. Er, der unter Tankred eben noch tot darniederlag, lebt jetzt unter unserem Kaiser zum Leben erweckt! Von den Waffen des unbesiegbaren Kaisers geht Frieden für uns aus, unser Wohlergehen beruht auf dem blanken Schwert des Kaisers. Alle Schatzmeister bringen Schlüssel und Schreine und bezeichnen die Vermögenswerte, die der Fiskus hatte. Sie zählen die Schätze, die jenes Spinnengetier vermehrt hatte. Doch vergeblich hatte es seine Netze nach den Ebern gestellt. Der erste der Eunuchen holt alle Schlüssel aus den Schreinen, einer entrollt die Abgabenverzeichnisse, ein anderer die Güter. Das, was immer der Kalabrese schuldet, was der Afrikaner, was der Apulien oder der Sizilianer, enthält ein Verzeichnis. Er bewundert die Schätze, die die uralte Leidenschaft, die sich um das unsichere Schicksal bemüht, als schwere Last zusammentrug. Die Reichtümer verteilt er an die, die keine Kämpfe geschreckt hatten und die bereit gewesen waren, im Kampf zu fallen.	Text	
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a2	2021-10-12T08:44:35.901Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/2854,5264,283,148/pct:50/0/default.jpg	0135v	Dominic Weber		quos		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a3	2021-10-12T08:44:31.005Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/2550,4849,768,166/pct:50/0/default.jpg	0135v	Dominic Weber		quas antiquissimus		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a4	2021-10-25T10:25:12.089Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/3577,2626,411,158/pct:50/0/default.jpg	0135v	Ina Serif	Korrektur? (ohne Durchstreichung)	manebat		Textannotation	Wortwiederholung
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a5	2021-10-12T08:43:50.671Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/3811,1744,343,163/pct:50/0/default.jpg	0135v	Dominic Weber		potenter		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a6	2021-10-12T08:44:03.781Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/3820,1924,275,133/pct:50/0/default.jpg	0135v	Dominic Weber		omen		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a7	2021-10-25T10:25:37.593Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/3019,5734,358,90/pct:50/0/default.jpg	0135v	Ina Serif		[Renuere]		Textannotation	Nicht lesbar
https://augusti.freizo.org/iiif/anno/dd2d64b7-233a-5198-b33a-c7fa33f3ac19/a1	2021-10-18T19:00:15.823Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0135v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0135v.jp2/1826,6035,2801,464/pct:50/0/default.jpg	0135v	Ina Serif	Anmerkung bei Siragusa: A questo punto, manca una carta come risulta dal quadro dato nella Prefazione, e a' piedi della pagina, di mano di Bg, che appose la sua sigla, sta scritto: "En cest endroit y a quelque chose obmise car les traistes du Roy coniurerent contre luy". Infatti si nota subito che manca l'illustrazione dei vv. 1301-1328, contenuti nella c. 42 (135)B, che avrebbe dovuto rappresentare la preghiera di Sibilla e la presa di possesso dei tesori del regno per Endrico VI, come mancano i versi illustrati dalle figure della C. 43 (136)A, i quali avrebbero dovuto parlare della conguira contro l'imperatore. Per questa ragione i vv. 1301-1328 non hanno la indicazione della tavola corrispondente.	En cest endroit y a / quelque chose obmise car les traistes du Roy coniurerent con[tre] luy §§		Textannotation	Ergänzung
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a0	2021-08-26T18:46:52.016Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1744,666,481,160/pct:50/0/default.jpg	0136r	Jakob Weber	spätere Hand	regulus		Bildannotation	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a1	2021-08-26T18:46:41.778Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/2357,426,814,253/pct:50/0/default.jpg	0136r	Jakob Weber	spätere Hand	presul Salerni		Bildannotation	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a2	2021-08-26T18:47:28.197Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1335,3430,1253,183/pct:50/0/default.jpg	0136r	Jakob Weber		domus in qua conjurant proditores regni		Bildannotation	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a3	2021-08-26T18:48:50.359Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1159,3623,791,586/pct:50/0/default.jpg	0136r	Jakob Weber		uxor Tancredi; presul Salerпi; Margaritus; Rogerius Tharthis		Bildannotation	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a4	2021-08-26T18:50:52.874Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1983,3641,1346,920/pct:50/0/default.jpg	0136r	Jakob Weber		comes Riccardus; comes Rogerius; comes Riccardus de Agello; Eugenius; comes Willelmus de Marsico; Johannes frater presulis Salerni; comes Rogerius Avilini; Alexins servus Tancredi		Bildannotation	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a5	2021-10-26T13:31:04.220Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1152,1285,281,320/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a6	2021-10-26T13:31:16.726Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1855,950,181,196/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a7	2021-10-26T13:31:41.026Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/2564,850,402,667/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a8	2021-10-26T13:31:56.962Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1761,4151,434,483/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a9	2021-10-26T13:32:07.143Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1246,4358,349,508/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a10	2021-10-26T13:32:19.982Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1572,4569,221,304/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a11	2021-10-26T13:32:38.626Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/1376,4822,323,401/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/573ff223-9674-50b5-adcb-d1442363c0d0/a12	2021-10-26T13:32:55.151Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0136r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0136r.jp2/2681,4682,302,317/pct:50/0/default.jpg	0136r	Ina Serif	Kopf			Prototyp	
